"Id","Division","District","Upazila","Institution Bn"
"359","রাজশাহী","সিরাজগঞ্জ","তাড়াশ","জিন্দানী ডিগ্রী কলেজ"
"358","রাজশাহী","সিরাজগঞ্জ","তাড়াশ","সরকারী বঙ্গমাতা শেখ ফজিলাতুন্নেছা মুজিব আইডিয়াল কলেজ"
"357","রাজশাহী","সিরাজগঞ্জ","তাড়াশ","জহির ‍উদ্দিন বিজ্ঞান ও কারিগরি স্কুল এন্ড কলেজ"
"356","রাজশাহী","সিরাজগঞ্জ","তাড়াশ","বিল চলন বঙ্গবন্ধু বহুমুখী উচ্চ বিদ্যালয়"
"355","রাজশাহী","সিরাজগঞ্জ","তাড়াশ","পৌষার আদিবাসি উচ্চ বিদ্যালয়"
"354","রাজশাহী","সিরাজগঞ্জ","তাড়াশ","সোলাপাড়া উচ্চ বিদ্যালয়"
"353","রাজশাহী","সিরাজগঞ্জ","তাড়াশ","তাড়াশ ইসলামীয়া পাইলট উচ্চ বিদ্যালয়"
"352","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","শৌলা আদর্শ মাধ্যমিক বিদ্যালয়"
"351","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","আঃ ওহাব মহিলা আলিম মাদ্রাসা"
"350","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","শাপলেজা নেছারিয়া সিনিয়র মাদ্রাসা"
"349","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","টিকিকাটা নুরিয়া সিনিয়র মাদ্রাসা"
"348","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","বান্ধবপাড়া ছালেহিয়া সিনিয়র মাদ্রাসা"
"347","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","দেবীপুর ইসলামিয়া ফাযিল মাদ্রাসা"
"346","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","দাউদখালী ফাযিল মাদ্রাসা"
"345","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","টিয়ারখালী মজিদ মেমোরিয়াল মাধ্যমিক বিদ্যালয়"
"344","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","বড় মাছুয়া ইউনাইটেড হাই-ইনস্টিটিউশন"
"343","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","বি.বি.এস মাধ্যমিক বিদ্যালয়"
"342","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","হোগলাপাতি নেছারিয়া সি. ফাযিল মাদ্রাসা"
"341","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","আমড়াগাছিয়া মাধ্যমিক বিদ্যালয়"
"340","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","বেতমোড় আশ্রাফুল উলুম সিনিয়র মাদ্রাসা"
"339","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","তুষখালী কলেজ"
"338","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","বেতমোড় রাজপাড়া ইউনিয়ন আদর্শ মাধ্যমিক বিদ্যালয়"
"337","বরিশাল","পিরোজপুর","মঠবাড়ীয়া","তুষখালী কলেজ"
"336","বরিশাল","পটুয়াখালী","কলাপাড়া","খেপুপাড়া নেছারউদ্দিন সিনিয়র মাদ্রাসা"
"335","বরিশাল","পটুয়াখালী","কলাপাড়া","ধানখালী কলেজ"
"334","বরিশাল","পটুয়াখালী","কলাপাড়া","শিশু পল্লী মাধ্যমিক বিদ্যালয়"
"333","বরিশাল","পটুয়াখালী","কলাপাড়া","তুলাতলী মাধ্যমিক বিদ্যালয়"
"332","বরিশাল","পটুয়াখালী","কলাপাড়া","তেগাছিয়া মাধ্যমিক বিদ্যালয়"
"331","বরিশাল","পটুয়াখালী","কলাপাড়া","পাখিমারা প্রফুল্ল ভৌমিক মাধ্যমিক বিদ্যালয়"
"330","বরিশাল","পটুয়াখালী","কলাপাড়া","ডালবুগঞ্জ মাধ্যমিক বিদ্যালয়"
"329","বরিশাল","পটুয়াখালী","কলাপাড়া","লালুয়া জনতা মাধ্যমিক বিদ্যালয়"
"328","বরিশাল","পটুয়াখালী","কলাপাড়া","নুর মোহাম্মদ মাধ্যমিক বিদ্যালয়"
"327","বরিশাল","পটুয়াখালী","কলাপাড়া","ফাতেমা হাই মাধ্যমিক বিদ্যালয়"
"326","বরিশাল","পটুয়াখালী","কলাপাড়া","রজপাড়া দ্বীন-ই এলাহী মাদ্রাসা"
"325","বরিশাল","পটুয়াখালী","কলাপাড়া","আশ্রাফ একাডেমী মাধ্যমিক বিদ্যালয়"
"324","বরিশাল","পটুয়াখালী","কলাপাড়া","ধানখালী এম.ইউ. মাধ্যমিক বিদ্যালয়"
"323","বরিশাল","পটুয়াখালী","কলাপাড়া","ধুলাসার জালালীয়া দাখিল মাদ্রাসা"
"322","বরিশাল","পটুয়াখালী","কলাপাড়া","ইঞ্জিঃ তৌহিদুর রহমান টেকনিক্যাল ইনস্টিটিউট"
"321","বরিশাল","পটুয়াখালী","কলাপাড়া","ধুলাসার বহুমুখী মাধ্যমিক বিদ্যালয়"
"320","খুলনা","ঝিনাইদহ","কালিগঞ্জ","একতারপুর মাধ্যমিক বিদ্যালয়"
"319","খুলনা","ঝিনাইদহ","ঝিনাইদহ সদর","টিকারী মাধ্যমিক বিদ্যালয়"
"318","খুলনা","ঝিনাইদহ","কালিগঞ্জ","বঙ্গবন্ধু শেখ মুজিব বিদ্যানিকেতন"
"317","খুলনা","ঝিনাইদহ","কালিগঞ্জ","দামোদরপুর কেরামতিয়া দাখিল মাদ্রাসা"
"316","খুলনা","ঝিনাইদহ","কালিগঞ্জ","বালিয়াডাঙ্গা দাখিল মাদ্রাসা"
"315","খুলনা","ঝিনাইদহ","ঝিনাইদহ সদর","কে বি মাধ্যমিক বিদ্যালয়"
"314","খুলনা","ঝিনাইদহ","কালিগঞ্জ","আবুবকর বিঃ মকছেদ আলী মহিলা মাদ্রাসা"
"313","খুলনা","ঝিনাইদহ","কালিগঞ্জ","বার বাজার ডিগ্রী কলেজ"
"312","খুলনা","ঝিনাইদহ","ঝিনাইদহ সদর","নলডাঙ্গা ইব্রাহীম মাধ্যমিক বিদ্যালয়"
"311","খুলনা","ঝিনাইদহ","ঝিনাইদহ সদর","আমেনা খাতুন কলেজ, নারকেলবাড়ীয়া"
"310","খুলনা","ঝিনাইদহ","ঝিনাইদহ সদর","নারিকেল বাড়ীয়া এ,জেড মাধ্যমিক বিদ্যালয়"
"309","খুলনা","ঝিনাইদহ","কালিগঞ্জ","শাহপুর ঘিঘাট মাধ্যমিক বিদ্যালয়"
"308","খুলনা","ঝিনাইদহ","কালিগঞ্জ","বেজপাড়া মাধ্যমিক বিদ্যালয়"
"307","খুলনা","ঝিনাইদহ","কালিগঞ্জ","পাঁচকাহুনিয়া মাধ্যমিক বিদ্যালয়"
"306","খুলনা","ঝিনাইদহ","কালিগঞ্জ","মোবারকগঞ্জ চিনিকল মাধ্যমিক বিদ্যালয়"
"305","খুলনা","ঝিনাইদহ","কালিগঞ্জ","চাপরাইল মাধ্যমিক বিদ্যালয়"
"304","খুলনা","ঝিনাইদহ","কালিগঞ্জ","রায়গ্রাম বাণীকান্ত মাধ্যমিক বিদ্যালয়"
"303","খুলনা","ঝিনাইদহ","কালিগঞ্জ","মোবারক আলী মাধ্যমিক বিদ্যালয়"
"302","খুলনা","ঝিনাইদহ","কালিগঞ্জ","সরকারী নলডাঙ্গা ভূষণ পাইলট মাধ্যমিক বিদ্যালয়"
"301","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","চান্দের বাজার বালিকা দাখিল মাদ্রাসা"
"300","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","মনাকুশা ইসলামিয়া দাখিল মাদ্রাসা"
"299","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","হরে কৃষ্ণ ইউনিয়ন উচ্চ বিদ্যালয়"
"298","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","শুশুতী উচ্চ বিদ্যালয়"
"297","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","শিবগঞ্জ উচ্চ বিদ্যালয়"
"296","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","বৈদ্যবাড়ী উচ্চ বিদ্যালয়"
"295","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","রাধা কালাই উচ্চ বিদ্যালয়"
"294","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","ফুলবাড়ীয়া পাইলট বালিকা উচ্চ বিদ্যালয়"
"293","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","ধুরধুরিয়া আলিম মাদ্রাসা"
"292","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","ফুলবাড়ীয়া খাদেমুল ইসলাম ফাজিল মাদ্রাসা"
"291","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","ইসলামিয়া কলেজ"
"290","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","শাহাবুদ্দিন ডিগ্রী কলেজ"
"289","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","কেশরগঞ্জ ডিগ্রী কলেজ"
"288","ময়মনসিংহ","ময়মনসিংহ","ফুলবাড়ীয়া","কুশমাইল ইউনিয়ন বদর উদ্দিন উচ্চ বিদ্যালয়"
"287","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","লংকাখোলা উচ্চ বিদ্যালয়"
"286","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","রামগোপালপুর পি.জে.কে উচ্চ বিদ্যালয়"
"285","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","বেতান্দর উচ্চ বিদ্যালয়"
"284","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","কাওরাট আকবর আলী দাখিল মাদ্রাসা"
"283","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","বড়ভাগ উচ্চ বিদ্যালয়"
"282","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","ভালুকারপুর উচ্চ বিদ্যালয়"
"281","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","পুম্বাইল এফ. ইউ. ফাজিল মাদ্রাসা উচ্চ বিদ্যালয়"
"280","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","ভুটিয়ারকোণা আদর্শ উচ্চ বিদ্যালয়"
"279","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","শহরবানু উচ্চ বিদ্যালয়"
"278","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","মাওহা উচ্চ বিদ্যালয়"
"277","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","তালে হোসেন খান উচ্চ বিদ্যালয়"
"276","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","বেলতলী দাখিল মাদ্রাসা"
"275","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","বালিজুড়ি উচ্চ বিদ্যালয়"
"274","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","কবলেন্নেছা বালিকা উচ্চ বিদ্যালয়"
"273","ময়মনসিংহ","ময়মনসিংহ","গৌরীপুর","ড. এম আর করিম উচ্চ বিদ্যালয়"
"272","খুলনা","যশোর","চৌগাছা","সুখপুকুরিয়া মাধ্যমিক বিদ্যালয়"
"271","খুলনা","যশোর","চৌগাছা","পাতিবিলা হাজী শাঃ আলী মাধ্যমিক বিদ্যালয়"
"270","খুলনা","যশোর","চৌগাছা","আন্দুলিয়া মাধ্যমিক বিদ্যালয়"
"269","খুলনা","যশোর","চৌগাছা","চৌগাছা ছারা পাইলট মাধ্যমিক বিদ্যালয়"
"268","খুলনা","যশোর","চৌগাছা","সিংহঝুলী মশিউর রহমান মাধ্যমিক বিদ্যালয়"
"267","খুলনা","যশোর","চৌগাছা","আন্দারকোটা মাধ্যমিক বিদ্যালয়"
"266","খুলনা","যশোর","চৌগাছা","আর সি এম টি ইউ মাধ্যমিক বিদ্যালয়"
"265","খুলনা","যশোর","ঝিকরগাছা","আঙ্গারপাড়া বহিরামপুর মাধ্যমিক বিদ্যালয়"
"264","খুলনা","যশোর","ঝিকরগাছা","সরতজান মাধ্যমিক বিদ্যালয়"
"263","খুলনা","যশোর","ঝিকরগাছা","ছুটিপুর মাধ্যমিক বালিকা বিদ্যালয়"
"262","খুলনা","যশোর","ঝিকরগাছা","গঙ্গানন্দপুর মাধ্যমিক বিদ্যালয়"
"261","খুলনা","যশোর","ঝিকরগাছা","কায়েমকোলা মাধ্যমিক বিদ্যালয়"
"260","খুলনা","যশোর","ঝিকরগাছা","সম্মিলনী মাধ্যমিক বালিকা বিদ্যালয়"
"259","খুলনা","যশোর","ঝিকরগাছা","লাউজানি এন এম মাধ্যমিক বিদ্যালয়"
"258","খুলনা","যশোর","ঝিকরগাছা","ঝিকরগাছা পাইলট মাধ্যমিক বালিকা বিদ্যালয়"
"257","খুলনা","সাতক্ষীরা","তালা","শতদল মাধ্যমিক বিদ্যালয়"
"256","খুলনা","সাতক্ষীরা","তালা","ফুলবাড়ী মাধ্যমিক বিদ্যালয়"
"255","খুলনা","সাতক্ষীরা","তালা","মৃজাপুর মাধ্যমিক বিদ্যালয়"
"254","খুলনা","সাতক্ষীরা","তালা","দাদপুর এম,কে মাধ্যমিক বিদ্যালয়"
"253","খুলনা","সাতক্ষীরা","তালা","খলিলনগর ইউনিয়ন মাধ্যমিক বিদ্যালয়"
"252","খুলনা","সাতক্ষীরা","তালা","সুভাষিনী মাধ্যমিক বিদ্যালয়"
"251","খুলনা","সাতক্ষীরা","তালা","আইডিয়াল মহিলা কলেজ"
"250","খুলনা","সাতক্ষীরা","কলারোয়া","কলারোয়া মডেল মাধ্যমিক বিদ্যালয়"
"249","খুলনা","সাতক্ষীরা","কলারোয়া","কয়লা মাধ্যমিক বিদ্যালয়"
"248","খুলনা","সাতক্ষীরা","কলারোয়া","কুশোডাঙ্গা আদর্শ মাধ্যমিক বিদ্যালয়"
"247","খুলনা","সাতক্ষীরা","কলারোয়া","ধানদিয়া ইউনিয়ন ইনস্টিটিউশন"
"246","খুলনা","সাতক্ষীরা","কলারোয়া","কামারালি মাধ্যমিক বিদ্যালয়"
"245","খুলনা","সাতক্ষীরা","কলারোয়া","হঠাৎগঞ্জ মাধ্যমিক বিদ্যালয়"
"244","খুলনা","সাতক্ষীরা","কলারোয়া","দমদম মাধ্যমিক বিদ্যালয়"
"243","খুলনা","সাতক্ষীরা","কলারোয়া","ভাদিয়ালি মাধ্যমিক বিদ্যালয়"
"242","খুলনা","খুলনা","তেরখাদা","পঞ্চপল্লী আদর্শ মাধ্যমিক বিদ্যালয়"
"241","খুলনা","খুলনা","তেরখাদা","আদর্শ শিক্ষা নিকেতন (বহুমুখী) মাধ্যমিক বিদ্যালয়"
"240","খুলনা","খুলনা","দিঘলিয়া","আড়ুয়া উদয়ন মাধ্যমিক বিদ্যাপীঠ"
"239","খুলনা","খুলনা","দিঘলিয়া","এস এম মোস্তফা রশিদী সুজা গার্লস কলেজ"
"238","খুলনা","খুলনা","রুপসা","নাচুনিয়া জুনারী দাখিল মাদ্রাসা"
"237","খুলনা","খুলনা","তেরখাদা","আটলিয়া সিদ্দিকিয়া আলিম মাদ্রাসা"
"236","খুলনা","খুলনা","তেরখাদা","ইন্দুহাটি নেপাল চন্দ্র (এনসি) মাধ্যমিক বিদ্যালয়"
"235","খুলনা","খুলনা","তেরখাদা","ছাগলাদাহ ইউনিয়ন আদিল উদ্দিন স্মরনিক মাধ্যমিক বিদ্যালয়"
"234","খুলনা","খুলনা","রূপসা","জেবিএম উচ্চ বিদ্যালয়"
"233","খুলনা","খুলনা","রূপসা","গাজী মেমোরিয়াল মাধ্যমিক বিদ্যালয়"
"232","খুলনা","খুলনা","রূপসা","নবীনগর ইসলামিয়া মাধ্যমিক বিদ্যালয়"
"231","খুলনা","খুলনা","রূপসা","কিশোর কল্যাণ মাধ্যমিক বিদ্যালয়"
"230","খুলনা","খুলনা","রূপসা","পাথরঘাটা এএইচএস মাধ্যমিক বিদ্যালয়"
"229","খুলনা","খুলনা","রূপসা","বেলফুলিয়া ইসলামিয়া উচ্চ বিদ্যালয়"
"228","খুলনা","খুলনা","রূপসা","রুপসা মহিলা কলেজ"
"227","খুলনা","খুলনা","রূপসা","নৈহাটি মাধ্যমিক বালিকা বিদ্যালয়"
"226","খুলনা","কুষ্টিয়া","দৌলতপুর","নাসির উদ্দিন বিশ্বাস কলেজ, বড়গাংদিয়া"
"225","খুলনা","কুষ্টিয়া","দৌলতপুর","কল্যাণপুর মাধ্যমিক বিদ্যালয়"
"224","খুলনা","কুষ্টিয়া","দৌলতপুর","দড়িপাড়া মডেল মাধ্যমিক বিদ্যালয়"
"223","খুলনা","কুষ্টিয়া","দৌলতপুর","আমদহ মাধ্যমিক বিদ্যালয়"
"222","খুলনা","কুষ্টিয়া","দৌলতপুর","বি.সি.কে মাধ্যমিক বিদ্যালয়"
"221","খুলনা","কুষ্টিয়া","দৌলতপুর","ফিলিপনগর দাখিল মাদ্রাসা"
"220","খুলনা","কুষ্টিয়া","দৌলতপুর","মহিষকুন্ডি মাধ্যমিক বিদ্যালয়"
"219","খুলনা","কুষ্টিয়া","দৌলতপুর","গোয়ালগ্রাম মাধ্যমিক বিদ্যালয়"
"218","খুলনা","কুষ্টিয়া","দৌলতপুর","খাস মথুরাপুর মাধ্যমিক বিদ্যালয়"
"217","খুলনা","কুষ্টিয়া","দৌলতপুর","খালশাকুন্ডি মাধ্যমিক বিদ্যালয়"
"216","খুলনা","কুষ্টিয়া","দৌলতপুর","দৌলতখালী মাধ্যমিক বিদ্যালয়"
"215","খুলনা","কুষ্টিয়া","দৌলতপুর","বড়গায়দিয়া বালিকা মাধ্যমিক বিদ্যালয়"
"214","খুলনা","কুষ্টিয়া","দৌলতপুর","হোসেনাবাদ মাধ্যমিক বিদ্যালয়"
"213","খুলনা","কুষ্টিয়া","দৌলতপুর","আদাবাড়িয়া মাধ্যমিক বিদ্যালয়"
"212","খুলনা","কুষ্টিয়া","দৌলতপুর","বাহিরমাদী মাধ্যমিক বিদ্যালয়"
"211","খুলনা","কুষ্টিয়া","দৌলতপুর","ফিলিপনগর মাধ্যমিক বিদ্যালয়"
"210","খুলনা","মাগুরা","শ্রীপুর","চর মহেশপুর মাধ্যমিক বিদ্যালয়"
"209","খুলনা","মাগুরা","শ্রীপুর","শ্রীপুর মাধ্যমিক বালিকা বিদ্যালয়"
"208","খুলনা","মাগুরা","শ্রীপুর","দ্বারিয়াপুর সম্মিলনী স্কুল"
"207","খুলনা","মাগুরা","শ্রীপুর","কাজলী কলেজিয়েট স্কুল"
"206","খুলনা","মাগুরা","শ্রীপুর","রাধানগর মাধ্যমিক বিদ্যালয়"
"205","খুলনা","মাগুরা","শ্রীপুর","মধুপুর রাধাচরন মাধ্যমিক বিদ্যালয়"
"204","খুলনা","মাগুরা","মাগুরা সদর","রাঘবদাইড় মাধ্যমিক বিদ্যালয়"
"203","খুলনা","মাগুরা","মাগুরা সদর","লক্ষীপুর মাধ্যমিক বিদ্যালয়"
"202","খুলনা","মাগুরা","মাগুরা সদর","রামনগর মাধ্যমিক বিদ্যালয়"
"201","খুলনা","মাগুরা","মাগুরা সদর","মির্জাপুর মাধ্যমিক বিদ্যালয়"
"200","খুলনা","মাগুরা","মাগুরা সদর","ইছাখাদা শহিদ আঃ মতলেব মাধ্যমিক বিদ্যালয়"
"199","খুলনা","মাগুরা","মাগুরা সদর","জগদল সম্মিলনী ডিগ্রী কলেজ"
"198","খুলনা","মাগুরা","মাগুরা সদর","মনোয়ার জামান মাধ্যমিক বিদ্যালয়"
"197","খুলনা","মাগুরা","মাগুরা সদর","পুলিশ লাইন মাধ্যমিক বিদ্যালয়"
"196","খুলনা","মাগুরা","মাগুরা সদর","ধলহারা চাঁদপুর মাধ্যমিক বিদ্যালয়"
"195","খুলনা","মাগুরা","মাগুরা সদর","মাগুরা সরকারি উচ্চ বিদ্যালয়"
"194","খুলনা","বাগেরহাট","রামপাল","ভেকটমারী মাধ্যমিক বিদ্যালয়"
"193","খুলনা","বাগেরহাট","রামপাল","আলহাজ্ব সুফিয়া বেগম দাখিল মাদ্রাসা"
"192","খুলনা","বাগেরহাট","রামপাল","শরাফপুর কারামাতিয়া ফাজিল মাদ্রাসা"
"191","খুলনা","বাগেরহাট","রামপাল","সন্যাসী মাধ্যমিক বিদ্যালয়"
"190","খুলনা","বাগেরহাট","রামপাল","চাকশ্রী এ.বি.সি মাধ্যমিক বিদ্যালয়"
"189","খুলনা","বাগেরহাট","রামপাল","ফয়লাহাট কামাল উদ্দিন মাধ্যমিক বিদ্যালয়"
"188","খুলনা","বাগেরহাট","রামপাল","শ্রীফলতলা মাধ্যমিক বিদ্যালয়"
"187","খুলনা","বাগেরহাট","রামপাল","গিলাতলা মাধ্যমিক বিদ্যালয়"
"186","খুলনা","বাগেরহাট","মোংলা","মোংলা মাধ্যমিক বালিকা বিদ্যালয়"
"185","খুলনা","বাগেরহাট","মোংলা","টাটিবুনিয়া উচ্চ বিদ্যালয়"
"184","খুলনা","বাগেরহাট","মোংলা","চাঁদপাই মেছেরশাহ উচ্চ বিদ্যালয়"
"183","খুলনা","বাগেরহাট","মোংলা","হলদিবুনিয়া উচ্চ বিদ্যালয়"
"182","খুলনা","বাগেরহাট","মোংলা","দিগরাজ উচ্চ বিদ্যালয়"
"181","খুলনা","বাগেরহাট","মোংলা","সোনাইলতলা এ.বি এস দাখিল মাদ্রাসা"
"180","খুলনা","বাগেরহাট","মোংলা","ইসলামি আদর্শ একাডেমী উচ্চ বিদ্যালয়"
"179","খুলনা","খুলনা","কয়রা","গ্রাজুয়েটস মাধ্যমিক বিদ্যালয়"
"178","খুলনা","খুলনা","কয়রা","খিরোল মহিলা দাখিল মাদ্রাসা"
"177","খুলনা","খুলনা","পাইকগাছা","চাঁদখালী কলেজ"
"176","খুলনা","খুলনা","কয়রা","কালনা আমিনীয়া ফাজিল মাদ্রাসা"
"175","খুলনা","খুলনা","কয়রা","কয়রা সিদ্দীকিয়া বহুমখী ফাজিল মাদ্রাসা"
"174","খুলনা","খুলনা","কয়রা","কপোতাক্ষ মাধ্যমিক বিদ্যালয়"
"173","খুলনা","খুলনা","পাইকগাছা","শহীদ আয়ুব ও মুসা মেমোরিয়াল ডিগ্রী কলেজ"
"172","খুলনা","খুলনা","পাইকগাছা","বগুলারচক একেপিকে এমএম মাধ্যমিক বিদ্যালয়"
"171","খুলনা","খুলনা","পাইকগাছা","হরিঢালী-কপিলমুনী ডিগ্রী মহিলা কলেজ"
"170","খুলনা","খুলনা","পাইকগাছা","দেলুটি মাধ্যমিক বিদ্যালয়"
"169","খুলনা","খুলনা","কয়রা","বামিয়া এম এম মাধ্যমিক বিদ্যালয়"
"168","খুলনা","খুলনা","পাইকগাছা","আগড়াঘাটা মাধ্যমিক বিদ্যালয়"
"167","খুলনা","খুলনা","কয়রা","মঠবাড়ি সেরাজিয়া বহুমুখী উচ্চ বিদ্যালয়"
"166","খুলনা","খুলনা","কয়রা","কপোতাক্ষ মহাবিদ্যালয়"
"165","খুলনা","খুলনা","কয়রা","ডি এফ নাকশা আলিম মাদ্রাসা"
"164","খুলনা","খুলনা","কয়রা","কপিলমুনী ডিগ্রী কলেজ"
"163","চট্টগ্রাম","কুমিল্লা","তিতাস","গাজীপুর আজিজিয়া আলিম মাদ্রাসা"
"162","চট্টগ্রাম","কুমিল্লা","তিতাস","মঙ্গলকান্দি ইসলামিয়া ফাজিল মাদ্রাসা"
"161","চট্টগ্রাম","কুমিল্লা","তিতাস","জুনাব আলী উচ্চ বিদ্যালয়"
"160","চট্টগ্রাম","কুমিল্লা","তিতাস","মজিদপুর উচ্চ বিদ্যালয়"
"159","চট্টগ্রাম","কুমিল্লা","তিতাস","লালপুর নজরুল ইসলাম উচ্চ বিদ্যালয়"
"158","চট্টগ্রাম","কুমিল্লা","তিতাস","নারান্দিয়া কলিমিয়া উচ্চ বিদ্যালয়"
"157","চট্টগ্রাম","কুমিল্লা","তিতাস","বাতাকান্দি স.সা.আ.আ.হো.মেমো উচ্চ বিদ্যালয়"
"156","চট্টগ্রাম","কুমিল্লা","হোমনা","খাদিজা মেমোরিয়াল বালিকা উচ্চ বিদ্যালয়"
"155","চট্টগ্রাম","কুমিল্লা","হোমনা","নিলখী উচ্চ বিদ্যালয়"
"154","চট্টগ্রাম","কুমিল্লা","হোমনা","হোমনা আদর্শ উচ্চ বিদ্যালয়"
"153","চট্টগ্রাম","কুমিল্লা","হোমনা","হোমনা কফিল উদ্দিন পাইলট বালিকা উচ্চ বিদ্যালয়"
"152","চট্টগ্রাম","কুমিল্লা","হোমনা","দৌলতপুর উচ্চ বিদ্যালয়"
"151","চট্টগ্রাম","কুমিল্লা","হোমনা","কামাল স্মৃতি বালিকা উচ্চ বিদ্যালয়"
"150","চট্টগ্রাম","কুমিল্লা","হোমনা","রামকৃষ্ণপুর ডিগ্রি কলেজ"
"149","চট্টগ্রাম","কুমিল্লা","হোমনা","হোমনা ডিগ্রি কলেজ"
"148","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","সারিকাইত মমতাজুল উলুম ইসলামিয়া দাখিল মাদ্রাসা"
"147","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","আজিমপুর উচ্চ বিদ্যালয়"
"146","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","মধ্য সন্তোষপুর মাধ্যমিক বিদ্যালয়"
"145","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","সন্তোষপুর বহুমুখী উচ্চ বিদ্যালয়"
"144","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","বাউরিয়া গোলাম খালেক একাডেমী"
"143","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","রহমতপুর উচ্চ বিদ্যালয়"
"142","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","মুছাপুর হাজী এ বি উচ্চ বিদ্যালয়"
"141","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","কাজী আফাজ উদ্দিন আদর্শ উচ্চ বিদ্যালয়"
"140","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","কাটগড় গোলাম নবী উচ্চ বিদ্যালয়"
"139","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","কালাপনিয়া উচ্চ বিদ্যালয়"
"138","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","সন্দ্বীপ আইডিয়েল উচ্চ বিদ্যালয়"
"137","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","আয়েশা ওবায়েদ বালিকা উচ্চ বিদ্যালয়"
"136","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","এ কে একাডেমী গাছুয়া"
"135","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","মগধরা স্কুল এন্ড কলেজ"
"134","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","দক্ষিণপূর্ব সন্দ্বীপ উচ্চ বিদ্যালয়"
"133","চট্টগ্রাম","চট্টগ্রাম","সন্দ্বীপ","দ্বীপববন্ধু মুস্তাফিজুর রহমান উচ্চ বিদ্যালয়"
"132","চট্টগ্রাম","নোয়াখালী","হাতিয়া","জোড়খালী উচ্চ বিদ্যালয়"
"131","চট্টগ্রাম","নোয়াখালী","হাতিয়া","ওছখালী এসটি বালিকা উচ্চ বিদ্যালয়"
"130","চট্টগ্রাম","নোয়াখালী","হাতিয়া","হাতিয়া ইউনিয়ন মডেল পাইলট উচ্চ বিদ্যালয়"
"129","চট্টগ্রাম","নোয়াখালী","হাতিয়া","হাতিয়া জনকল্যাণ শিক্ষা ট্রাস্ট উচ্চ বিদ্যালয়"
